2025-07-23 00:07:39,337 - INFO - 🚗 Starting Production Citation GPS Processing
2025-07-23 00:07:39,337 - INFO - ============================================================
2025-07-23 00:07:39,337 - INFO - Loading citations from file: temp_citations_for_geocoding.csv
2025-07-23 00:07:46,237 - INFO - ✅ Loaded 493064 citations from file
2025-07-23 00:07:46,239 - INFO - Processing 493064 citations in batches of 200
2025-07-23 00:07:46,239 - INFO - Processing batch 1: citations 1-200 of 493064
2025-07-23 00:07:47,139 - INFO - Processed 10 citations. Success rate: 90.0% (H:9, M:0, F:1)
2025-07-23 00:09:56,016 - INFO - Processed 2340 citations. Success rate: 95.8% (H:2194, M:48, F:98)
2025-07-23 00:09:56,513 - INFO - Processed 2350 citations. Success rate: 95.8% (H:2204, M:48, F:98)
2025-07-23 00:09:57,062 - INFO - Processed 2360 citations. Success rate: 95.8% (H:2214, M:48, F:98)
2025-07-23 00:09:57,608 - INFO - Processed 2370 citations. Success rate: 95.9% (H:2224, M:48, F:98)
2025-07-23 00:09:58,115 - INFO - Processed 2380 citations. Success rate: 95.9% (H:2234, M:48, F:98)
2025-07-23 00:09:58,652 - INFO - Processed 2390 citations. Success rate: 95.9% (H:2243, M:48, F:99)
2025-07-23 00:09:59,184 - INFO - Processed 2400 citations. Success rate: 95.9% (H:2253, M:48, F:99)
2025-07-23 00:09:59,185 - INFO - Batch completed: 195/200 success (97.5%)
2025-07-23 00:09:59,185 - INFO - Processing batch 13: citations 2401-2600 of 493064
2025-07-23 00:10:00,051 - INFO - Processed 2410 citations. Success rate: 95.9% (H:2263, M:48, F:99)
2025-07-23 00:10:00,615 - INFO - Processed 2420 citations. Success rate: 95.9% (H:2273, M:48, F:99)
2025-07-23 00:10:01,121 - INFO - Processed 2430 citations. Success rate: 95.9% (H:2283, M:48, F:99)
2025-07-23 00:10:01,674 - INFO - Processed 2440 citations. Success rate: 95.9% (H:2292, M:48, F:100)
2025-07-23 00:10:02,221 - INFO - Processed 2450 citations. Success rate: 95.9% (H:2302, M:48, F:100)
2025-07-23 00:10:02,746 - INFO - Processed 2460 citations. Success rate: 95.9% (H:2311, M:48, F:101)
2025-07-23 00:10:03,293 - INFO - Processed 2470 citations. Success rate: 95.9% (H:2321, M:48, F:101)
2025-07-23 00:10:03,855 - INFO - Processed 2480 citations. Success rate: 95.8% (H:2329, M:48, F:103)
2025-07-23 00:10:04,355 - INFO - Processed 2490 citations. Success rate: 95.9% (H:2339, M:48, F:103)
2025-07-23 00:10:04,892 - INFO - Processed 2500 citations. Success rate: 95.8% (H:2348, M:48, F:104)
2025-07-23 00:10:05,440 - INFO - Processed 2510 citations. Success rate: 95.9% (H:2358, M:48, F:104)
2025-07-23 00:10:05,970 - INFO - Processed 2520 citations. Success rate: 95.9% (H:2368, M:48, F:104)
2025-07-23 00:10:06,494 - INFO - Processed 2530 citations. Success rate: 95.9% (H:2378, M:48, F:104)
2025-07-23 00:10:07,029 - INFO - Processed 2540 citations. Success rate: 95.9% (H:2387, M:48, F:105)
2025-07-23 00:10:07,563 - INFO - Processed 2550 citations. Success rate: 95.9% (H:2397, M:48, F:105)
2025-07-23 00:10:08,141 - INFO - Processed 2560 citations. Success rate: 95.9% (H:2407, M:48, F:105)
2025-07-23 00:10:08,605 - INFO - Processed 2570 citations. Success rate: 95.9% (H:2417, M:48, F:105)
2025-07-23 00:10:09,143 - INFO - Processed 2580 citations. Success rate: 95.9% (H:2427, M:48, F:105)
2025-07-23 00:10:09,674 - INFO - Processed 2590 citations. Success rate: 95.9% (H:2437, M:48, F:105)
2025-07-23 00:10:10,235 - INFO - Processed 2600 citations. Success rate: 96.0% (H:2447, M:48, F:105)
2025-07-23 00:10:10,236 - INFO - Batch completed: 194/200 success (97.0%)
2025-07-23 00:10:10,236 - INFO - Processing batch 14: citations 2601-2800 of 493064
2025-07-23 00:10:11,132 - INFO - Processed 2610 citations. Success rate: 96.0% (H:2457, M:48, F:105)
2025-07-23 00:10:11,671 - INFO - Processed 2620 citations. Success rate: 96.0% (H:2467, M:48, F:105)
2025-07-23 00:10:12,210 - INFO - Processed 2630 citations. Success rate: 96.0% (H:2477, M:48, F:105)
2025-07-23 00:10:12,730 - INFO - Processed 2640 citations. Success rate: 96.0% (H:2487, M:48, F:105)
2025-07-23 00:10:13,269 - INFO - Processed 2650 citations. Success rate: 95.9% (H:2493, M:48, F:109)
2025-07-23 00:10:13,811 - INFO - Processed 2660 citations. Success rate: 95.9% (H:2503, M:48, F:109)
2025-07-23 00:10:14,333 - INFO - Processed 2670 citations. Success rate: 95.9% (H:2513, M:48, F:109)
2025-07-23 00:10:14,888 - INFO - Processed 2680 citations. Success rate: 95.9% (H:2523, M:48, F:109)
2025-07-23 00:10:15,400 - INFO - Processed 2690 citations. Success rate: 95.9% (H:2533, M:48, F:109)
2025-07-23 00:10:15,920 - INFO - Processed 2700 citations. Success rate: 95.9% (H:2541, M:48, F:111)
2025-07-23 00:10:16,473 - INFO - Processed 2710 citations. Success rate: 95.9% (H:2551, M:48, F:111)
2025-07-23 00:10:17,026 - INFO - Processed 2720 citations. Success rate: 95.9% (H:2560, M:48, F:112)
2025-07-23 00:10:17,543 - INFO - Processed 2730 citations. Success rate: 95.9% (H:2570, M:48, F:112)
2025-07-23 00:10:18,081 - INFO - Processed 2740 citations. Success rate: 95.9% (H:2579, M:49, F:112)
2025-07-23 00:10:18,619 - INFO - Processed 2750 citations. Success rate: 95.9% (H:2588, M:50, F:112)
2025-07-23 00:10:19,141 - INFO - Processed 2760 citations. Success rate: 95.9% (H:2596, M:52, F:112)
2025-07-23 00:10:19,695 - INFO - Processed 2770 citations. Success rate: 96.0% (H:2603, M:55, F:112)
2025-07-23 00:10:20,231 - INFO - Processed 2780 citations. Success rate: 96.0% (H:2612, M:56, F:112)
2025-07-23 00:10:20,813 - INFO - Processed 2790 citations. Success rate: 95.9% (H:2620, M:56, F:114)
2025-07-23 00:10:21,295 - INFO - Processed 2800 citations. Success rate: 95.9% (H:2629, M:56, F:115)
2025-07-23 00:10:21,296 - INFO - Batch completed: 190/200 success (95.0%)
2025-07-23 00:10:21,296 - INFO - Processing batch 15: citations 2801-3000 of 493064
2025-07-23 00:10:22,211 - INFO - Processed 2810 citations. Success rate: 95.9% (H:2639, M:56, F:115)
2025-07-23 00:10:22,753 - INFO - Processed 2820 citations. Success rate: 95.9% (H:2648, M:56, F:116)
2025-07-23 00:10:23,279 - INFO - Processed 2830 citations. Success rate: 95.9% (H:2658, M:56, F:116)
2025-07-23 00:10:23,831 - INFO - Processed 2840 citations. Success rate: 95.9% (H:2668, M:56, F:116)
2025-07-23 00:10:24,330 - INFO - Processed 2850 citations. Success rate: 95.9% (H:2678, M:56, F:116)
2025-07-23 00:10:24,864 - INFO - Processed 2860 citations. Success rate: 95.9% (H:2688, M:56, F:116)
2025-07-23 00:10:25,404 - INFO - Processed 2870 citations. Success rate: 95.9% (H:2697, M:56, F:117)
2025-07-23 00:10:25,944 - INFO - Processed 2880 citations. Success rate: 95.9% (H:2705, M:56, F:119)
2025-07-23 00:10:26,473 - INFO - Processed 2890 citations. Success rate: 95.8% (H:2714, M:56, F:120)
2025-07-23 00:10:27,020 - INFO - Processed 2900 citations. Success rate: 95.8% (H:2722, M:56, F:122)
2025-07-23 00:10:27,526 - INFO - Processed 2910 citations. Success rate: 95.8% (H:2732, M:56, F:122)
2025-07-23 00:10:28,047 - INFO - Processed 2920 citations. Success rate: 95.8% (H:2740, M:57, F:123)
2025-07-23 00:10:28,601 - INFO - Processed 2930 citations. Success rate: 95.7% (H:2748, M:57, F:125)
2025-07-23 00:10:29,135 - INFO - Processed 2940 citations. Success rate: 95.6% (H:2754, M:57, F:129)
2025-07-23 00:10:29,645 - INFO - Processed 2950 citations. Success rate: 95.6% (H:2762, M:57, F:131)
2025-07-23 00:10:30,187 - INFO - Processed 2960 citations. Success rate: 95.5% (H:2771, M:57, F:132)
2025-07-23 00:10:30,720 - INFO - Processed 2970 citations. Success rate: 95.6% (H:2781, M:57, F:132)
2025-07-23 00:10:31,260 - INFO - Processed 2980 citations. Success rate: 95.6% (H:2791, M:57, F:132)
2025-07-23 00:10:31,814 - INFO - Processed 2990 citations. Success rate: 95.6% (H:2800, M:57, F:133)
2025-07-23 00:10:32,325 - INFO - Processed 3000 citations. Success rate: 95.5% (H:2809, M:57, F:134)
2025-07-23 00:10:32,326 - INFO - Batch completed: 181/200 success (90.5%)
2025-07-23 00:10:32,326 - INFO - Processing batch 16: citations 3001-3200 of 493064
2025-07-23 00:10:33,216 - INFO - Processed 3010 citations. Success rate: 95.5% (H:2817, M:57, F:136)
2025-07-23 00:10:33,745 - INFO - Processed 3020 citations. Success rate: 95.5% (H:2827, M:57, F:136)
2025-07-23 00:10:34,295 - INFO - Processed 3030 citations. Success rate: 95.4% (H:2835, M:57, F:138)
2025-07-23 00:10:34,830 - INFO - Processed 3040 citations. Success rate: 95.4% (H:2843, M:58, F:139)
2025-07-23 00:10:35,350 - INFO - Processed 3050 citations. Success rate: 95.4% (H:2851, M:60, F:139)
2025-07-23 00:10:35,881 - INFO - Processed 3060 citations. Success rate: 95.5% (H:2860, M:61, F:139)
2025-07-23 00:10:36,433 - INFO - Processed 3070 citations. Success rate: 95.5% (H:2869, M:62, F:139)
2025-07-23 00:10:36,954 - INFO - Processed 3080 citations. Success rate: 95.5% (H:2877, M:64, F:139)
2025-07-23 00:10:37,488 - INFO - Processed 3090 citations. Success rate: 95.5% (H:2884, M:67, F:139)
2025-07-23 00:10:38,015 - INFO - Processed 3100 citations. Success rate: 95.5% (H:2893, M:67, F:140)
2025-07-23 00:10:38,549 - INFO - Processed 3110 citations. Success rate: 95.5% (H:2903, M:67, F:140)
2025-07-23 00:10:39,109 - INFO - Processed 3120 citations. Success rate: 95.5% (H:2913, M:67, F:140)
2025-07-23 00:10:39,652 - INFO - Processed 3130 citations. Success rate: 95.5% (H:2923, M:67, F:140)
2025-07-23 00:10:40,183 - INFO - Processed 3140 citations. Success rate: 95.5% (H:2933, M:67, F:140)
2025-07-23 00:10:40,713 - INFO - Processed 3150 citations. Success rate: 95.6% (H:2943, M:67, F:140)
2025-07-23 00:10:41,272 - INFO - Processed 3160 citations. Success rate: 95.6% (H:2953, M:67, F:140)
2025-07-23 00:10:41,769 - INFO - Processed 3170 citations. Success rate: 95.6% (H:2963, M:67, F:140)
2025-07-23 00:10:42,324 - INFO - Processed 3180 citations. Success rate: 95.6% (H:2973, M:67, F:140)
2025-07-23 00:10:42,861 - INFO - Processed 3190 citations. Success rate: 95.6% (H:2983, M:67, F:140)
2025-07-23 00:10:43,381 - INFO - Processed 3200 citations. Success rate: 95.6% (H:2993, M:67, F:140)
2025-07-23 00:10:43,383 - INFO - Batch completed: 194/200 success (97.0%)
2025-07-23 00:10:43,383 - INFO - Processing batch 17: citations 3201-3400 of 493064
2025-07-23 00:10:44,280 - INFO - Processed 3210 citations. Success rate: 95.6% (H:3003, M:67, F:140)
2025-07-23 00:10:44,821 - INFO - Processed 3220 citations. Success rate: 95.7% (H:3013, M:67, F:140)
2025-07-23 00:10:45,361 - INFO - Processed 3230 citations. Success rate: 95.6% (H:3022, M:67, F:141)
2025-07-23 00:10:45,883 - INFO - Processed 3240 citations. Success rate: 95.6% (H:3032, M:67, F:141)
2025-07-23 00:10:46,435 - INFO - Processed 3250 citations. Success rate: 95.7% (H:3042, M:67, F:141)
2025-07-23 00:10:46,960 - INFO - Processed 3260 citations. Success rate: 95.7% (H:3052, M:67, F:141)
2025-07-23 00:10:47,504 - INFO - Processed 3270 citations. Success rate: 95.7% (H:3062, M:67, F:141)
2025-07-23 00:10:48,018 - INFO - Processed 3280 citations. Success rate: 95.7% (H:3071, M:67, F:142)
2025-07-23 00:10:48,552 - INFO - Processed 3290 citations. Success rate: 95.7% (H:3081, M:67, F:142)
2025-07-23 00:10:49,080 - INFO - Processed 3300 citations. Success rate: 95.7% (H:3091, M:67, F:142)
2025-07-23 00:10:49,688 - INFO - Processed 3310 citations. Success rate: 95.7% (H:3101, M:67, F:142)
2025-07-23 00:10:50,162 - INFO - Processed 3320 citations. Success rate: 95.7% (H:3111, M:67, F:142)
2025-07-23 00:10:50,731 - INFO - Processed 3330 citations. Success rate: 95.7% (H:3121, M:67, F:142)
2025-07-23 00:10:51,251 - INFO - Processed 3340 citations. Success rate: 95.7% (H:3131, M:67, F:142)
2025-07-23 00:10:51,785 - INFO - Processed 3350 citations. Success rate: 95.8% (H:3141, M:67, F:142)
2025-07-23 00:10:52,308 - INFO - Processed 3360 citations. Success rate: 95.8% (H:3151, M:67, F:142)
2025-07-23 00:10:52,856 - INFO - Processed 3370 citations. Success rate: 95.8% (H:3161, M:67, F:142)
2025-07-23 00:10:53,372 - INFO - Processed 3380 citations. Success rate: 95.8% (H:3171, M:67, F:142)
2025-07-23 00:10:53,962 - INFO - Processed 3390 citations. Success rate: 95.8% (H:3179, M:67, F:144)
2025-07-23 00:10:54,463 - INFO - Processed 3400 citations. Success rate: 95.8% (H:3189, M:67, F:144)
2025-07-23 00:10:54,465 - INFO - Batch completed: 196/200 success (98.0%)
2025-07-23 00:10:54,465 - INFO - Processing batch 18: citations 3401-3600 of 493064
2025-07-23 00:10:55,392 - INFO - Processed 3410 citations. Success rate: 95.7% (H:3198, M:67, F:145)
2025-07-23 00:10:55,904 - INFO - Processed 3420 citations. Success rate: 95.7% (H:3207, M:67, F:146)
2025-07-23 00:10:56,455 - INFO - Processed 3430 citations. Success rate: 95.7% (H:3216, M:67, F:147)
2025-07-23 00:10:56,976 - INFO - Processed 3440 citations. Success rate: 95.7% (H:3225, M:67, F:148)
2025-07-23 00:10:57,493 - INFO - Processed 3450 citations. Success rate: 95.7% (H:3233, M:67, F:150)
2025-07-23 00:10:58,040 - INFO - Processed 3460 citations. Success rate: 95.7% (H:3242, M:68, F:150)
2025-07-23 00:10:58,596 - INFO - Processed 3470 citations. Success rate: 95.6% (H:3251, M:68, F:151)
2025-07-23 00:10:59,099 - INFO - Processed 3480 citations. Success rate: 95.5% (H:3256, M:68, F:156)
2025-07-23 00:10:59,649 - INFO - Processed 3490 citations. Success rate: 95.5% (H:3266, M:68, F:156)
2025-07-23 00:11:00,199 - INFO - Processed 3500 citations. Success rate: 95.5% (H:3275, M:68, F:157)
2025-07-23 00:11:00,714 - INFO - Processed 3510 citations. Success rate: 95.5% (H:3284, M:69, F:157)
2025-07-23 00:11:01,242 - INFO - Processed 3520 citations. Success rate: 95.5% (H:3294, M:69, F:157)
2025-07-23 00:11:01,820 - INFO - Processed 3530 citations. Success rate: 95.6% (H:3304, M:69, F:157)
2025-07-23 00:11:02,366 - INFO - Processed 3540 citations. Success rate: 95.5% (H:3313, M:69, F:158)
2025-07-23 00:11:02,870 - INFO - Processed 3550 citations. Success rate: 95.5% (H:3323, M:69, F:158)
2025-07-23 00:11:03,422 - INFO - Processed 3560 citations. Success rate: 95.6% (H:3333, M:69, F:158)
2025-07-23 00:11:03,907 - INFO - Processed 3570 citations. Success rate: 95.5% (H:3340, M:69, F:161)
2025-07-23 00:11:04,460 - INFO - Processed 3580 citations. Success rate: 95.5% (H:3349, M:69, F:162)
2025-07-23 00:11:04,984 - INFO - Processed 3590 citations. Success rate: 95.5% (H:3358, M:69, F:163)
2025-07-23 00:11:05,513 - INFO - Processed 3600 citations. Success rate: 95.5% (H:3368, M:69, F:163)
2025-07-23 00:11:05,517 - INFO - Batch completed: 181/200 success (90.5%)
2025-07-23 00:11:05,518 - INFO - Processing batch 19: citations 3601-3800 of 493064
2025-07-23 00:11:06,418 - INFO - Processed 3610 citations. Success rate: 95.5% (H:3378, M:69, F:163)
2025-07-23 00:11:06,944 - INFO - Processed 3620 citations. Success rate: 95.5% (H:3387, M:70, F:163)
2025-07-23 00:11:07,495 - INFO - Processed 3630 citations. Success rate: 95.5% (H:3396, M:71, F:163)
2025-07-23 00:11:08,024 - INFO - Processed 3640 citations. Success rate: 95.5% (H:3406, M:71, F:163)
2025-07-23 00:11:08,563 - INFO - Processed 3650 citations. Success rate: 95.5% (H:3416, M:71, F:163)
2025-07-23 00:11:09,077 - INFO - Processed 3660 citations. Success rate: 95.5% (H:3425, M:72, F:163)
2025-07-23 00:11:09,610 - INFO - Processed 3670 citations. Success rate: 95.6% (H:3433, M:74, F:163)
2025-07-23 00:11:10,141 - INFO - Processed 3680 citations. Success rate: 95.6% (H:3443, M:74, F:163)
2025-07-23 00:11:10,689 - INFO - Processed 3690 citations. Success rate: 95.6% (H:3453, M:74, F:163)
2025-07-23 00:11:11,236 - INFO - Processed 3700 citations. Success rate: 95.6% (H:3463, M:74, F:163)
2025-07-23 00:11:11,770 - INFO - Processed 3710 citations. Success rate: 95.6% (H:3473, M:74, F:163)
2025-07-23 00:11:12,285 - INFO - Processed 3720 citations. Success rate: 95.6% (H:3483, M:74, F:163)
2025-07-23 00:11:12,817 - INFO - Processed 3730 citations. Success rate: 95.6% (H:3493, M:74, F:163)
2025-07-23 00:11:13,354 - INFO - Processed 3740 citations. Success rate: 95.6% (H:3503, M:74, F:163)
2025-07-23 00:11:13,932 - INFO - Processed 3750 citations. Success rate: 95.7% (H:3513, M:74, F:163)
2025-07-23 00:11:14,414 - INFO - Processed 3760 citations. Success rate: 95.7% (H:3523, M:74, F:163)
2025-07-23 00:11:14,940 - INFO - Processed 3770 citations. Success rate: 95.7% (H:3533, M:74, F:163)
2025-07-23 00:11:15,501 - INFO - Processed 3780 citations. Success rate: 95.7% (H:3543, M:74, F:163)
2025-07-23 00:11:16,022 - INFO - Processed 3790 citations. Success rate: 95.7% (H:3552, M:74, F:164)
2025-07-23 00:11:16,590 - INFO - Processed 3800 citations. Success rate: 95.7% (H:3562, M:74, F:164)
2025-07-23 00:11:16,592 - INFO - Batch completed: 199/200 success (99.5%)
2025-07-23 00:11:16,592 - INFO - Processing batch 20: citations 3801-4000 of 493064
2025-07-23 00:11:17,509 - INFO - Processed 3810 citations. Success rate: 95.7% (H:3572, M:74, F:164)
2025-07-23 00:11:18,026 - INFO - Processed 3820 citations. Success rate: 95.7% (H:3581, M:75, F:164)
2025-07-23 00:11:18,568 - INFO - Processed 3830 citations. Success rate: 95.7% (H:3591, M:75, F:164)
2025-07-23 00:11:19,116 - INFO - Processed 3840 citations. Success rate: 95.7% (H:3600, M:76, F:164)
2025-07-23 00:11:19,658 - INFO - Processed 3850 citations. Success rate: 95.6% (H:3605, M:76, F:169)
2025-07-23 00:11:20,178 - INFO - Processed 3860 citations. Success rate: 95.5% (H:3609, M:76, F:175)
2025-07-23 00:11:20,700 - INFO - Processed 3870 citations. Success rate: 95.3% (H:3613, M:76, F:181)
2025-07-23 00:11:21,243 - INFO - Processed 3880 citations. Success rate: 95.3% (H:3620, M:78, F:182)
2025-07-23 00:11:21,737 - INFO - Processed 3890 citations. Success rate: 95.3% (H:3628, M:80, F:182)
2025-07-23 00:11:22,307 - INFO - Processed 3900 citations. Success rate: 95.3% (H:3638, M:80, F:182)
2025-07-23 00:11:22,834 - INFO - Processed 3910 citations. Success rate: 95.3% (H:3648, M:80, F:182)
2025-07-23 00:11:23,354 - INFO - Processed 3920 citations. Success rate: 95.4% (H:3656, M:82, F:182)
2025-07-23 00:11:23,867 - INFO - Processed 3930 citations. Success rate: 95.4% (H:3666, M:82, F:182)
2025-07-23 00:11:24,395 - INFO - Processed 3940 citations. Success rate: 95.4% (H:3675, M:82, F:183)
2025-07-23 00:11:24,933 - INFO - Processed 3950 citations. Success rate: 95.4% (H:3685, M:82, F:183)
2025-07-23 00:11:25,476 - INFO - Processed 3960 citations. Success rate: 95.4% (H:3695, M:82, F:183)
2025-07-23 00:11:26,009 - INFO - Processed 3970 citations. Success rate: 95.4% (H:3705, M:82, F:183)
2025-07-23 00:11:26,547 - INFO - Processed 3980 citations. Success rate: 95.3% (H:3709, M:82, F:189)
2025-07-23 00:11:27,105 - INFO - Processed 3990 citations. Success rate: 95.3% (H:3719, M:82, F:189)
2025-07-23 00:11:27,635 - INFO - Processed 4000 citations. Success rate: 95.3% (H:3729, M:82, F:189)
2025-07-23 00:11:27,636 - INFO - Batch completed: 175/200 success (87.5%)
2025-07-23 00:11:27,636 - INFO - Processing batch 21: citations 4001-4200 of 493064
2025-07-23 00:11:28,532 - INFO - Processed 4010 citations. Success rate: 95.3% (H:3739, M:82, F:189)
2025-07-23 00:11:29,082 - INFO - Processed 4020 citations. Success rate: 95.3% (H:3749, M:82, F:189)
2025-07-23 00:11:29,594 - INFO - Processed 4030 citations. Success rate: 95.3% (H:3758, M:82, F:190)
2025-07-23 00:11:30,148 - INFO - Processed 4040 citations. Success rate: 95.2% (H:3763, M:83, F:194)
2025-07-23 00:11:30,672 - INFO - Processed 4050 citations. Success rate: 95.1% (H:3768, M:84, F:198)
2025-07-23 00:11:31,196 - INFO - Processed 4060 citations. Success rate: 95.1% (H:3776, M:84, F:200)
2025-07-23 00:11:31,767 - INFO - Processed 4070 citations. Success rate: 95.0% (H:3782, M:84, F:204)
2025-07-23 00:11:32,295 - INFO - Processed 4080 citations. Success rate: 94.9% (H:3788, M:84, F:208)
2025-07-23 00:11:32,829 - INFO - Processed 4090 citations. Success rate: 94.9% (H:3795, M:86, F:209)
2025-07-23 00:11:33,392 - INFO - Processed 4100 citations. Success rate: 94.9% (H:3805, M:86, F:209)
2025-07-23 00:11:33,906 - INFO - Processed 4110 citations. Success rate: 94.9% (H:3815, M:86, F:209)
2025-07-23 00:11:34,439 - INFO - Processed 4120 citations. Success rate: 94.9% (H:3825, M:86, F:209)
2025-07-23 00:11:35,005 - INFO - Processed 4130 citations. Success rate: 94.9% (H:3835, M:86, F:209)
2025-07-23 00:11:35,531 - INFO - Processed 4140 citations. Success rate: 95.0% (H:3845, M:86, F:209)
2025-07-23 00:11:36,074 - INFO - Processed 4150 citations. Success rate: 95.0% (H:3855, M:86, F:209)
2025-07-23 00:11:36,607 - INFO - Processed 4160 citations. Success rate: 95.0% (H:3864, M:87, F:209)
2025-07-23 00:11:37,126 - INFO - Processed 4170 citations. Success rate: 95.0% (H:3874, M:87, F:209)
2025-07-23 00:11:37,667 - INFO - Processed 4180 citations. Success rate: 95.0% (H:3884, M:87, F:209)
2025-07-23 00:11:38,205 - INFO - Processed 4190 citations. Success rate: 95.0% (H:3894, M:87, F:209)
2025-07-23 00:11:38,774 - INFO - Processed 4200 citations. Success rate: 95.0% (H:3904, M:87, F:209)
2025-07-23 00:11:38,775 - INFO - Batch completed: 180/200 success (90.0%)
2025-07-23 00:11:38,775 - INFO - Processing batch 22: citations 4201-4400 of 493064
2025-07-23 00:11:39,695 - INFO - Processed 4210 citations. Success rate: 95.0% (H:3914, M:87, F:209)
2025-07-23 00:11:40,219 - INFO - Processed 4220 citations. Success rate: 95.0% (H:3924, M:87, F:209)
2025-07-23 00:11:40,752 - INFO - Processed 4230 citations. Success rate: 95.1% (H:3934, M:87, F:209)
2025-07-23 00:11:41,296 - INFO - Processed 4240 citations. Success rate: 95.1% (H:3944, M:87, F:209)
2025-07-23 00:11:41,839 - INFO - Processed 4250 citations. Success rate: 95.1% (H:3954, M:87, F:209)
2025-07-23 00:11:42,429 - INFO - Processed 4260 citations. Success rate: 95.1% (H:3964, M:87, F:209)
2025-07-23 00:11:42,893 - INFO - Processed 4270 citations. Success rate: 95.1% (H:3974, M:87, F:209)
2025-07-23 00:11:43,425 - INFO - Processed 4280 citations. Success rate: 95.1% (H:3984, M:87, F:209)
2025-07-23 00:11:44,019 - INFO - Processed 4290 citations. Success rate: 95.1% (H:3994, M:87, F:209)
2025-07-23 00:11:44,476 - INFO - Processed 4300 citations. Success rate: 95.1% (H:4004, M:87, F:209)
2025-07-23 00:11:45,008 - INFO - Processed 4310 citations. Success rate: 95.2% (H:4014, M:87, F:209)
2025-07-23 00:11:45,562 - INFO - Processed 4320 citations. Success rate: 95.2% (H:4024, M:87, F:209)
2025-07-23 00:11:46,083 - INFO - Processed 4330 citations. Success rate: 95.2% (H:4034, M:87, F:209)
2025-07-23 00:11:46,599 - INFO - Processed 4340 citations. Success rate: 95.2% (H:4044, M:87, F:209)
2025-07-23 00:11:47,147 - INFO - Processed 4350 citations. Success rate: 95.2% (H:4054, M:87, F:209)
2025-07-23 00:11:47,721 - INFO - Processed 4360 citations. Success rate: 95.2% (H:4063, M:87, F:210)
2025-07-23 00:11:48,213 - INFO - Processed 4370 citations. Success rate: 95.2% (H:4073, M:87, F:210)
2025-07-23 00:11:48,762 - INFO - Processed 4380 citations. Success rate: 95.2% (H:4083, M:87, F:210)
2025-07-23 00:11:49,288 - INFO - Processed 4390 citations. Success rate: 95.2% (H:4093, M:87, F:210)
2025-07-23 00:11:49,825 - INFO - Processed 4400 citations. Success rate: 95.2% (H:4103, M:87, F:210)
2025-07-23 00:11:49,827 - INFO - Batch completed: 199/200 success (99.5%)
2025-07-23 00:11:49,827 - INFO - Processing batch 23: citations 4401-4600 of 493064
2025-07-23 00:11:50,763 - INFO - Processed 4410 citations. Success rate: 95.2% (H:4113, M:87, F:210)
2025-07-23 00:11:51,269 - INFO - Processed 4420 citations. Success rate: 95.2% (H:4122, M:88, F:210)
2025-07-23 00:11:51,802 - INFO - Processed 4430 citations. Success rate: 95.3% (H:4130, M:90, F:210)
2025-07-23 00:11:52,320 - INFO - Processed 4440 citations. Success rate: 95.3% (H:4140, M:90, F:210)
2025-07-23 00:11:52,861 - INFO - Processed 4450 citations. Success rate: 95.3% (H:4150, M:90, F:210)
2025-07-23 00:11:53,425 - INFO - Processed 4460 citations. Success rate: 95.3% (H:4160, M:90, F:210)
2025-07-23 00:11:53,949 - INFO - Processed 4470 citations. Success rate: 95.3% (H:4170, M:90, F:210)
2025-07-23 00:11:54,491 - INFO - Processed 4480 citations. Success rate: 95.3% (H:4180, M:90, F:210)
2025-07-23 00:11:55,024 - INFO - Processed 4490 citations. Success rate: 95.3% (H:4189, M:90, F:211)
2025-07-23 00:11:55,580 - INFO - Processed 4500 citations. Success rate: 95.3% (H:4199, M:90, F:211)
2025-07-23 00:11:56,153 - INFO - Processed 4510 citations. Success rate: 95.3% (H:4209, M:90, F:211)
2025-07-23 00:11:56,658 - INFO - Processed 4520 citations. Success rate: 95.3% (H:4219, M:90, F:211)
2025-07-23 00:11:57,212 - INFO - Processed 4530 citations. Success rate: 95.3% (H:4229, M:90, F:211)
2025-07-23 00:11:57,736 - INFO - Processed 4540 citations. Success rate: 95.4% (H:4239, M:90, F:211)
2025-07-23 00:11:58,263 - INFO - Processed 4550 citations. Success rate: 95.4% (H:4249, M:90, F:211)
2025-07-23 00:11:58,793 - INFO - Processed 4560 citations. Success rate: 95.4% (H:4259, M:90, F:211)
2025-07-23 00:11:59,349 - INFO - Processed 4570 citations. Success rate: 95.4% (H:4269, M:90, F:211)
2025-07-23 00:11:59,869 - INFO - Processed 4580 citations. Success rate: 95.4% (H:4279, M:90, F:211)
2025-07-23 00:12:00,398 - INFO - Processed 4590 citations. Success rate: 95.4% (H:4289, M:90, F:211)
2025-07-23 00:12:00,931 - INFO - Processed 4600 citations. Success rate: 95.4% (H:4299, M:90, F:211)
2025-07-23 00:12:00,932 - INFO - Batch completed: 199/200 success (99.5%)
2025-07-23 00:12:00,932 - INFO - Processing batch 24: citations 4601-4800 of 493064
2025-07-23 00:12:01,848 - INFO - Processed 4610 citations. Success rate: 95.4% (H:4309, M:90, F:211)
2025-07-23 00:12:02,383 - INFO - Processed 4620 citations. Success rate: 95.4% (H:4318, M:90, F:212)
2025-07-23 00:12:02,942 - INFO - Processed 4630 citations. Success rate: 95.4% (H:4327, M:90, F:213)
2025-07-23 00:12:03,432 - INFO - Processed 4640 citations. Success rate: 95.4% (H:4336, M:90, F:214)
