/Users/zshor/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
2025-07-22 09:23:16,386 - INFO - 🚗 Starting Production Citation GPS Processing
2025-07-22 09:23:16,386 - INFO - ============================================================
2025-07-22 09:23:16,387 - INFO - Loading citations from file: temp_citations_for_geocoding.csv
/Users/zshor/Desktop/SFParkingApp/data_processing/production/core/production_citation_processor.py:164: DtypeWarning: Columns (2) have mixed types. Specify dtype option on import or set low_memory=False.
  df = pd.read_csv(input_file)
2025-07-22 09:23:24,668 - INFO - ✅ Loaded 495303 citations from file
2025-07-22 09:23:25,095 - INFO - Resuming: 161744 already processed, 495303 remaining
2025-07-22 09:23:25,095 - INFO - Processing 495303 citations in batches of 1000
2025-07-22 09:23:25,095 - INFO - Processing batch 1: citations 1-1000 of 495303
2025-07-22 09:23:25,622 - INFO - Processed 10 citations. Success rate: 90.0% (H:9, M:0, F:1)
2025-07-22 09:24:00,304 - INFO - Processed 2360 citations. Success rate: 95.8% (H:2214, M:48, F:98)
2025-07-22 09:24:00,440 - INFO - Processed 2370 citations. Success rate: 95.9% (H:2224, M:48, F:98)
2025-07-22 09:24:00,620 - INFO - Processed 2380 citations. Success rate: 95.8% (H:2233, M:48, F:99)
2025-07-22 09:24:00,752 - INFO - Processed 2390 citations. Success rate: 95.9% (H:2243, M:48, F:99)
2025-07-22 09:24:00,877 - INFO - Processed 2400 citations. Success rate: 95.9% (H:2253, M:48, F:99)
2025-07-22 09:24:01,043 - INFO - Processed 2410 citations. Success rate: 95.9% (H:2263, M:48, F:99)
2025-07-22 09:24:01,182 - INFO - Processed 2420 citations. Success rate: 95.9% (H:2273, M:48, F:99)
2025-07-22 09:24:01,297 - INFO - Processed 2430 citations. Success rate: 95.9% (H:2283, M:48, F:99)
2025-07-22 09:24:01,461 - INFO - Processed 2440 citations. Success rate: 95.9% (H:2292, M:48, F:100)
2025-07-22 09:24:01,607 - INFO - Processed 2450 citations. Success rate: 95.9% (H:2302, M:48, F:100)
2025-07-22 09:24:01,728 - INFO - Processed 2460 citations. Success rate: 95.9% (H:2311, M:48, F:101)
2025-07-22 09:24:01,898 - INFO - Processed 2470 citations. Success rate: 95.9% (H:2321, M:48, F:101)
2025-07-22 09:24:02,023 - INFO - Processed 2480 citations. Success rate: 95.8% (H:2329, M:48, F:103)
2025-07-22 09:24:02,150 - INFO - Processed 2490 citations. Success rate: 95.9% (H:2339, M:48, F:103)
2025-07-22 09:24:02,307 - INFO - Processed 2500 citations. Success rate: 95.8% (H:2348, M:48, F:104)
2025-07-22 09:24:02,465 - INFO - Processed 2510 citations. Success rate: 95.9% (H:2358, M:48, F:104)
2025-07-22 09:24:02,574 - INFO - Processed 2520 citations. Success rate: 95.9% (H:2368, M:48, F:104)
2025-07-22 09:24:02,780 - INFO - Processed 2530 citations. Success rate: 95.9% (H:2378, M:48, F:104)
2025-07-22 09:24:02,890 - INFO - Processed 2540 citations. Success rate: 95.9% (H:2387, M:48, F:105)
2025-07-22 09:24:03,039 - INFO - Processed 2550 citations. Success rate: 95.9% (H:2397, M:48, F:105)
2025-07-22 09:24:03,219 - INFO - Processed 2560 citations. Success rate: 95.9% (H:2407, M:48, F:105)
2025-07-22 09:24:03,300 - INFO - Processed 2570 citations. Success rate: 95.9% (H:2417, M:48, F:105)
2025-07-22 09:24:03,451 - INFO - Processed 2580 citations. Success rate: 95.9% (H:2427, M:48, F:105)
2025-07-22 09:24:03,643 - INFO - Processed 2590 citations. Success rate: 95.9% (H:2437, M:48, F:105)
2025-07-22 09:24:03,754 - INFO - Processed 2600 citations. Success rate: 96.0% (H:2447, M:48, F:105)
2025-07-22 09:24:03,897 - INFO - Processed 2610 citations. Success rate: 96.0% (H:2457, M:48, F:105)
2025-07-22 09:24:04,061 - INFO - Processed 2620 citations. Success rate: 96.0% (H:2467, M:48, F:105)
2025-07-22 09:24:04,226 - INFO - Processed 2630 citations. Success rate: 96.0% (H:2477, M:48, F:105)
2025-07-22 09:24:04,327 - INFO - Processed 2640 citations. Success rate: 96.0% (H:2487, M:48, F:105)
2025-07-22 09:24:04,502 - INFO - Processed 2650 citations. Success rate: 95.9% (H:2493, M:48, F:109)
2025-07-22 09:24:04,662 - INFO - Processed 2660 citations. Success rate: 95.9% (H:2503, M:48, F:109)
2025-07-22 09:24:04,763 - INFO - Processed 2670 citations. Success rate: 95.9% (H:2513, M:48, F:109)
2025-07-22 09:24:04,922 - INFO - Processed 2680 citations. Success rate: 95.9% (H:2523, M:48, F:109)
2025-07-22 09:24:05,113 - INFO - Processed 2690 citations. Success rate: 95.9% (H:2533, M:48, F:109)
2025-07-22 09:24:05,209 - INFO - Processed 2700 citations. Success rate: 95.9% (H:2541, M:48, F:111)
2025-07-22 09:24:05,352 - INFO - Processed 2710 citations. Success rate: 95.9% (H:2551, M:48, F:111)
2025-07-22 09:24:05,540 - INFO - Processed 2720 citations. Success rate: 95.9% (H:2560, M:48, F:112)
2025-07-22 09:24:05,654 - INFO - Processed 2730 citations. Success rate: 95.9% (H:2570, M:48, F:112)
2025-07-22 09:24:05,766 - INFO - Processed 2740 citations. Success rate: 95.9% (H:2579, M:49, F:112)
2025-07-22 09:24:05,967 - INFO - Processed 2750 citations. Success rate: 95.9% (H:2588, M:50, F:112)
2025-07-22 09:24:06,074 - INFO - Processed 2760 citations. Success rate: 95.9% (H:2596, M:52, F:112)
2025-07-22 09:24:06,197 - INFO - Processed 2770 citations. Success rate: 96.0% (H:2604, M:54, F:112)
2025-07-22 09:24:06,391 - INFO - Processed 2780 citations. Success rate: 96.0% (H:2612, M:56, F:112)
2025-07-22 09:24:06,501 - INFO - Processed 2790 citations. Success rate: 95.9% (H:2621, M:56, F:113)
2025-07-22 09:24:06,623 - INFO - Processed 2800 citations. Success rate: 95.9% (H:2629, M:56, F:115)
2025-07-22 09:24:06,820 - INFO - Processed 2810 citations. Success rate: 95.9% (H:2639, M:56, F:115)
2025-07-22 09:24:06,959 - INFO - Processed 2820 citations. Success rate: 95.9% (H:2648, M:56, F:116)
2025-07-22 09:24:07,044 - INFO - Processed 2830 citations. Success rate: 95.9% (H:2658, M:56, F:116)
2025-07-22 09:24:07,211 - INFO - Processed 2840 citations. Success rate: 95.9% (H:2668, M:56, F:116)
2025-07-22 09:24:07,390 - INFO - Processed 2850 citations. Success rate: 95.9% (H:2678, M:56, F:116)
2025-07-22 09:24:07,523 - INFO - Processed 2860 citations. Success rate: 95.9% (H:2688, M:56, F:116)
2025-07-22 09:24:07,641 - INFO - Processed 2870 citations. Success rate: 95.9% (H:2697, M:56, F:117)
2025-07-22 09:24:07,815 - INFO - Processed 2880 citations. Success rate: 95.9% (H:2705, M:56, F:119)
2025-07-22 09:24:07,924 - INFO - Processed 2890 citations. Success rate: 95.8% (H:2714, M:56, F:120)
2025-07-22 09:24:08,047 - INFO - Processed 2900 citations. Success rate: 95.8% (H:2722, M:56, F:122)
2025-07-22 09:24:08,233 - INFO - Processed 2910 citations. Success rate: 95.8% (H:2732, M:56, F:122)
2025-07-22 09:24:08,341 - INFO - Processed 2920 citations. Success rate: 95.8% (H:2740, M:57, F:123)
2025-07-22 09:24:08,500 - INFO - Processed 2930 citations. Success rate: 95.7% (H:2748, M:57, F:125)
2025-07-22 09:24:08,644 - INFO - Processed 2940 citations. Success rate: 95.6% (H:2754, M:57, F:129)
2025-07-22 09:24:08,770 - INFO - Processed 2950 citations. Success rate: 95.6% (H:2762, M:57, F:131)
2025-07-22 09:24:08,927 - INFO - Processed 2960 citations. Success rate: 95.5% (H:2771, M:57, F:132)
2025-07-22 09:24:09,063 - INFO - Processed 2970 citations. Success rate: 95.6% (H:2781, M:57, F:132)
2025-07-22 09:24:09,206 - INFO - Processed 2980 citations. Success rate: 95.6% (H:2791, M:57, F:132)
2025-07-22 09:24:09,358 - INFO - Processed 2990 citations. Success rate: 95.6% (H:2800, M:57, F:133)
2025-07-22 09:24:09,480 - INFO - Processed 3000 citations. Success rate: 95.5% (H:2809, M:57, F:134)
2025-07-22 09:24:09,481 - INFO - Batch completed: 945/1000 success (94.5%)
2025-07-22 09:24:09,481 - INFO - Processing batch 4: citations 3001-4000 of 495303
2025-07-22 09:24:10,000 - INFO - Processed 3010 citations. Success rate: 95.5% (H:2817, M:57, F:136)
2025-07-22 09:24:10,144 - INFO - Processed 3020 citations. Success rate: 95.5% (H:2827, M:57, F:136)
2025-07-22 09:24:10,273 - INFO - Processed 3030 citations. Success rate: 95.4% (H:2835, M:57, F:138)
2025-07-22 09:24:10,441 - INFO - Processed 3040 citations. Success rate: 95.4% (H:2843, M:58, F:139)
2025-07-22 09:24:10,603 - INFO - Processed 3050 citations. Success rate: 95.4% (H:2851, M:60, F:139)
2025-07-22 09:24:10,756 - INFO - Processed 3060 citations. Success rate: 95.5% (H:2860, M:61, F:139)
2025-07-22 09:24:10,854 - INFO - Processed 3070 citations. Success rate: 95.5% (H:2869, M:62, F:139)
2025-07-22 09:24:11,026 - INFO - Processed 3080 citations. Success rate: 95.5% (H:2878, M:63, F:139)
2025-07-22 09:24:11,167 - INFO - Processed 3090 citations. Success rate: 95.5% (H:2884, M:67, F:139)
2025-07-22 09:24:11,291 - INFO - Processed 3100 citations. Success rate: 95.5% (H:2893, M:67, F:140)
2025-07-22 09:24:11,442 - INFO - Processed 3110 citations. Success rate: 95.5% (H:2903, M:67, F:140)
2025-07-22 09:24:11,588 - INFO - Processed 3120 citations. Success rate: 95.5% (H:2913, M:67, F:140)
2025-07-22 09:24:11,721 - INFO - Processed 3130 citations. Success rate: 95.5% (H:2923, M:67, F:140)
2025-07-22 09:24:11,882 - INFO - Processed 3140 citations. Success rate: 95.5% (H:2933, M:67, F:140)
2025-07-22 09:24:12,004 - INFO - Processed 3150 citations. Success rate: 95.6% (H:2943, M:67, F:140)
2025-07-22 09:24:12,145 - INFO - Processed 3160 citations. Success rate: 95.6% (H:2953, M:67, F:140)
2025-07-22 09:24:12,304 - INFO - Processed 3170 citations. Success rate: 95.6% (H:2963, M:67, F:140)
2025-07-22 09:24:12,428 - INFO - Processed 3180 citations. Success rate: 95.6% (H:2973, M:67, F:140)
2025-07-22 09:24:12,571 - INFO - Processed 3190 citations. Success rate: 95.6% (H:2983, M:67, F:140)
2025-07-22 09:24:12,717 - INFO - Processed 3200 citations. Success rate: 95.6% (H:2993, M:67, F:140)
2025-07-22 09:24:12,851 - INFO - Processed 3210 citations. Success rate: 95.6% (H:3003, M:67, F:140)
2025-07-22 09:24:12,989 - INFO - Processed 3220 citations. Success rate: 95.7% (H:3013, M:67, F:140)
2025-07-22 09:24:13,134 - INFO - Processed 3230 citations. Success rate: 95.6% (H:3022, M:67, F:141)
2025-07-22 09:24:13,288 - INFO - Processed 3240 citations. Success rate: 95.6% (H:3032, M:67, F:141)
2025-07-22 09:24:13,420 - INFO - Processed 3250 citations. Success rate: 95.7% (H:3042, M:67, F:141)
2025-07-22 09:24:13,539 - INFO - Processed 3260 citations. Success rate: 95.7% (H:3052, M:67, F:141)
2025-07-22 09:24:13,719 - INFO - Processed 3270 citations. Success rate: 95.7% (H:3062, M:67, F:141)
2025-07-22 09:24:13,854 - INFO - Processed 3280 citations. Success rate: 95.7% (H:3071, M:67, F:142)
2025-07-22 09:24:13,965 - INFO - Processed 3290 citations. Success rate: 95.7% (H:3081, M:67, F:142)
2025-07-22 09:24:14,130 - INFO - Processed 3300 citations. Success rate: 95.7% (H:3091, M:67, F:142)
2025-07-22 09:24:14,283 - INFO - Processed 3310 citations. Success rate: 95.7% (H:3101, M:67, F:142)
2025-07-22 09:24:14,407 - INFO - Processed 3320 citations. Success rate: 95.7% (H:3111, M:67, F:142)
2025-07-22 09:24:14,564 - INFO - Processed 3330 citations. Success rate: 95.7% (H:3121, M:67, F:142)
2025-07-22 09:24:14,713 - INFO - Processed 3340 citations. Success rate: 95.7% (H:3131, M:67, F:142)
2025-07-22 09:24:14,852 - INFO - Processed 3350 citations. Success rate: 95.8% (H:3141, M:67, F:142)
2025-07-22 09:24:14,998 - INFO - Processed 3360 citations. Success rate: 95.8% (H:3151, M:67, F:142)
2025-07-22 09:24:15,143 - INFO - Processed 3370 citations. Success rate: 95.8% (H:3161, M:67, F:142)
2025-07-22 09:24:15,268 - INFO - Processed 3380 citations. Success rate: 95.8% (H:3171, M:67, F:142)
2025-07-22 09:24:15,442 - INFO - Processed 3390 citations. Success rate: 95.8% (H:3179, M:67, F:144)
2025-07-22 09:24:15,562 - INFO - Processed 3400 citations. Success rate: 95.8% (H:3189, M:67, F:144)
2025-07-22 09:24:15,676 - INFO - Processed 3410 citations. Success rate: 95.7% (H:3198, M:67, F:145)
2025-07-22 09:24:15,847 - INFO - Processed 3420 citations. Success rate: 95.7% (H:3207, M:67, F:146)
2025-07-22 09:24:15,998 - INFO - Processed 3430 citations. Success rate: 95.7% (H:3216, M:67, F:147)
2025-07-22 09:24:16,115 - INFO - Processed 3440 citations. Success rate: 95.7% (H:3225, M:67, F:148)
2025-07-22 09:24:16,311 - INFO - Processed 3450 citations. Success rate: 95.7% (H:3234, M:67, F:149)
2025-07-22 09:24:16,432 - INFO - Processed 3460 citations. Success rate: 95.7% (H:3242, M:68, F:150)
2025-07-22 09:24:16,544 - INFO - Processed 3470 citations. Success rate: 95.6% (H:3251, M:68, F:151)
2025-07-22 09:24:16,721 - INFO - Processed 3480 citations. Success rate: 95.5% (H:3257, M:68, F:155)
2025-07-22 09:24:16,868 - INFO - Processed 3490 citations. Success rate: 95.5% (H:3266, M:68, F:156)
2025-07-22 09:24:16,978 - INFO - Processed 3500 citations. Success rate: 95.5% (H:3275, M:68, F:157)
2025-07-22 09:24:17,155 - INFO - Processed 3510 citations. Success rate: 95.5% (H:3284, M:69, F:157)
2025-07-22 09:24:17,272 - INFO - Processed 3520 citations. Success rate: 95.5% (H:3294, M:69, F:157)
2025-07-22 09:24:17,418 - INFO - Processed 3530 citations. Success rate: 95.6% (H:3304, M:69, F:157)
2025-07-22 09:24:17,566 - INFO - Processed 3540 citations. Success rate: 95.5% (H:3313, M:69, F:158)
2025-07-22 09:24:17,740 - INFO - Processed 3550 citations. Success rate: 95.5% (H:3323, M:69, F:158)
2025-07-22 09:24:17,853 - INFO - Processed 3560 citations. Success rate: 95.6% (H:3333, M:69, F:158)
2025-07-22 09:24:17,994 - INFO - Processed 3570 citations. Success rate: 95.5% (H:3340, M:69, F:161)
2025-07-22 09:24:18,165 - INFO - Processed 3580 citations. Success rate: 95.5% (H:3349, M:69, F:162)
2025-07-22 09:24:18,275 - INFO - Processed 3590 citations. Success rate: 95.5% (H:3358, M:69, F:163)
2025-07-22 09:24:18,413 - INFO - Processed 3600 citations. Success rate: 95.5% (H:3368, M:69, F:163)
2025-07-22 09:24:18,592 - INFO - Processed 3610 citations. Success rate: 95.5% (H:3378, M:69, F:163)
2025-07-22 09:24:18,711 - INFO - Processed 3620 citations. Success rate: 95.5% (H:3387, M:70, F:163)
2025-07-22 09:24:18,839 - INFO - Processed 3630 citations. Success rate: 95.5% (H:3396, M:71, F:163)
2025-07-22 09:24:19,018 - INFO - Processed 3640 citations. Success rate: 95.5% (H:3406, M:71, F:163)
2025-07-22 09:24:19,154 - INFO - Processed 3650 citations. Success rate: 95.5% (H:3416, M:71, F:163)
2025-07-22 09:24:19,269 - INFO - Processed 3660 citations. Success rate: 95.5% (H:3425, M:72, F:163)
2025-07-22 09:24:19,444 - INFO - Processed 3670 citations. Success rate: 95.6% (H:3433, M:74, F:163)
2025-07-22 09:24:19,575 - INFO - Processed 3680 citations. Success rate: 95.6% (H:3443, M:74, F:163)
2025-07-22 09:24:19,695 - INFO - Processed 3690 citations. Success rate: 95.6% (H:3453, M:74, F:163)
2025-07-22 09:24:19,855 - INFO - Processed 3700 citations. Success rate: 95.6% (H:3463, M:74, F:163)
2025-07-22 09:24:20,008 - INFO - Processed 3710 citations. Success rate: 95.6% (H:3473, M:74, F:163)
2025-07-22 09:24:20,117 - INFO - Processed 3720 citations. Success rate: 95.6% (H:3483, M:74, F:163)
2025-07-22 09:24:20,273 - INFO - Processed 3730 citations. Success rate: 95.6% (H:3493, M:74, F:163)
2025-07-22 09:24:20,425 - INFO - Processed 3740 citations. Success rate: 95.6% (H:3503, M:74, F:163)
2025-07-22 09:24:20,556 - INFO - Processed 3750 citations. Success rate: 95.7% (H:3513, M:74, F:163)
2025-07-22 09:24:20,704 - INFO - Processed 3760 citations. Success rate: 95.7% (H:3523, M:74, F:163)
2025-07-22 09:24:20,833 - INFO - Processed 3770 citations. Success rate: 95.7% (H:3533, M:74, F:163)
2025-07-22 09:24:20,976 - INFO - Processed 3780 citations. Success rate: 95.7% (H:3543, M:74, F:163)
2025-07-22 09:24:21,107 - INFO - Processed 3790 citations. Success rate: 95.7% (H:3552, M:74, F:164)
2025-07-22 09:24:21,256 - INFO - Processed 3800 citations. Success rate: 95.7% (H:3562, M:74, F:164)
2025-07-22 09:24:21,423 - INFO - Processed 3810 citations. Success rate: 95.7% (H:3572, M:74, F:164)
2025-07-22 09:24:21,533 - INFO - Processed 3820 citations. Success rate: 95.7% (H:3581, M:75, F:164)
2025-07-22 09:24:21,673 - INFO - Processed 3830 citations. Success rate: 95.7% (H:3591, M:75, F:164)
2025-07-22 09:24:21,849 - INFO - Processed 3840 citations. Success rate: 95.7% (H:3600, M:76, F:164)
2025-07-22 09:24:21,968 - INFO - Processed 3850 citations. Success rate: 95.6% (H:3606, M:76, F:168)
2025-07-22 09:24:22,112 - INFO - Processed 3860 citations. Success rate: 95.5% (H:3609, M:76, F:175)
2025-07-22 09:24:22,248 - INFO - Processed 3870 citations. Success rate: 95.3% (H:3613, M:76, F:181)
2025-07-22 09:24:22,391 - INFO - Processed 3880 citations. Success rate: 95.3% (H:3620, M:78, F:182)
2025-07-22 09:24:22,523 - INFO - Processed 3890 citations. Success rate: 95.3% (H:3628, M:80, F:182)
2025-07-22 09:24:22,672 - INFO - Processed 3900 citations. Success rate: 95.3% (H:3638, M:80, F:182)
2025-07-22 09:24:22,827 - INFO - Processed 3910 citations. Success rate: 95.3% (H:3648, M:80, F:182)
2025-07-22 09:24:22,943 - INFO - Processed 3920 citations. Success rate: 95.4% (H:3656, M:82, F:182)
2025-07-22 09:24:23,074 - INFO - Processed 3930 citations. Success rate: 95.4% (H:3666, M:82, F:182)
2025-07-22 09:24:23,251 - INFO - Processed 3940 citations. Success rate: 95.4% (H:3675, M:82, F:183)
2025-07-22 09:24:23,374 - INFO - Processed 3950 citations. Success rate: 95.4% (H:3685, M:82, F:183)
2025-07-22 09:24:23,506 - INFO - Processed 3960 citations. Success rate: 95.4% (H:3695, M:82, F:183)
2025-07-22 09:24:23,706 - INFO - Processed 3970 citations. Success rate: 95.4% (H:3705, M:82, F:183)
2025-07-22 09:24:23,807 - INFO - Processed 3980 citations. Success rate: 95.3% (H:3709, M:82, F:189)
2025-07-22 09:24:23,946 - INFO - Processed 3990 citations. Success rate: 95.3% (H:3719, M:82, F:189)
2025-07-22 09:24:24,098 - INFO - Processed 4000 citations. Success rate: 95.3% (H:3729, M:82, F:189)
2025-07-22 09:24:24,099 - INFO - Batch completed: 945/1000 success (94.5%)
2025-07-22 09:24:24,099 - INFO - Processing batch 5: citations 4001-5000 of 495303
2025-07-22 09:24:24,622 - INFO - Processed 4010 citations. Success rate: 95.3% (H:3739, M:82, F:189)
2025-07-22 09:24:24,752 - INFO - Processed 4020 citations. Success rate: 95.3% (H:3749, M:82, F:189)
2025-07-22 09:24:24,860 - INFO - Processed 4030 citations. Success rate: 95.3% (H:3758, M:82, F:190)
2025-07-22 09:24:25,066 - INFO - Processed 4040 citations. Success rate: 95.2% (H:3763, M:83, F:194)
2025-07-22 09:24:25,202 - INFO - Processed 4050 citations. Success rate: 95.1% (H:3768, M:84, F:198)
2025-07-22 09:24:25,297 - INFO - Processed 4060 citations. Success rate: 95.1% (H:3776, M:84, F:200)
2025-07-22 09:24:25,483 - INFO - Processed 4070 citations. Success rate: 95.0% (H:3782, M:84, F:204)
2025-07-22 09:24:25,621 - INFO - Processed 4080 citations. Success rate: 94.9% (H:3788, M:84, F:208)
2025-07-22 09:24:25,743 - INFO - Processed 4090 citations. Success rate: 94.9% (H:3795, M:86, F:209)
2025-07-22 09:24:25,907 - INFO - Processed 4100 citations. Success rate: 94.9% (H:3805, M:86, F:209)
2025-07-22 09:24:26,047 - INFO - Processed 4110 citations. Success rate: 94.9% (H:3815, M:86, F:209)
2025-07-22 09:24:26,153 - INFO - Processed 4120 citations. Success rate: 94.9% (H:3825, M:86, F:209)
2025-07-22 09:24:26,310 - INFO - Processed 4130 citations. Success rate: 94.9% (H:3835, M:86, F:209)
2025-07-22 09:24:26,471 - INFO - Processed 4140 citations. Success rate: 95.0% (H:3845, M:86, F:209)
2025-07-22 09:24:26,589 - INFO - Processed 4150 citations. Success rate: 95.0% (H:3855, M:86, F:209)
2025-07-22 09:24:26,752 - INFO - Processed 4160 citations. Success rate: 95.0% (H:3864, M:87, F:209)
2025-07-22 09:24:26,909 - INFO - Processed 4170 citations. Success rate: 95.0% (H:3874, M:87, F:209)
2025-07-22 09:24:27,021 - INFO - Processed 4180 citations. Success rate: 95.0% (H:3884, M:87, F:209)
2025-07-22 09:24:27,186 - INFO - Processed 4190 citations. Success rate: 95.0% (H:3894, M:87, F:209)
2025-07-22 09:24:27,347 - INFO - Processed 4200 citations. Success rate: 95.0% (H:3904, M:87, F:209)
2025-07-22 09:24:27,462 - INFO - Processed 4210 citations. Success rate: 95.0% (H:3914, M:87, F:209)
2025-07-22 09:24:27,613 - INFO - Processed 4220 citations. Success rate: 95.0% (H:3924, M:87, F:209)
2025-07-22 09:24:27,785 - INFO - Processed 4230 citations. Success rate: 95.1% (H:3934, M:87, F:209)
2025-07-22 09:24:27,894 - INFO - Processed 4240 citations. Success rate: 95.1% (H:3944, M:87, F:209)
2025-07-22 09:24:28,029 - INFO - Processed 4250 citations. Success rate: 95.1% (H:3954, M:87, F:209)
2025-07-22 09:24:28,225 - INFO - Processed 4260 citations. Success rate: 95.1% (H:3964, M:87, F:209)
2025-07-22 09:24:28,326 - INFO - Processed 4270 citations. Success rate: 95.1% (H:3974, M:87, F:209)
2025-07-22 09:24:28,461 - INFO - Processed 4280 citations. Success rate: 95.1% (H:3984, M:87, F:209)
2025-07-22 09:24:28,655 - INFO - Processed 4290 citations. Success rate: 95.1% (H:3994, M:87, F:209)
2025-07-22 09:24:28,766 - INFO - Processed 4300 citations. Success rate: 95.1% (H:4004, M:87, F:209)
2025-07-22 09:24:28,902 - INFO - Processed 4310 citations. Success rate: 95.2% (H:4014, M:87, F:209)
2025-07-22 09:24:29,079 - INFO - Processed 4320 citations. Success rate: 95.2% (H:4024, M:87, F:209)
2025-07-22 09:24:29,218 - INFO - Processed 4330 citations. Success rate: 95.2% (H:4034, M:87, F:209)
2025-07-22 09:24:29,341 - INFO - Processed 4340 citations. Success rate: 95.2% (H:4044, M:87, F:209)
2025-07-22 09:24:29,497 - INFO - Processed 4350 citations. Success rate: 95.2% (H:4053, M:87, F:210)
2025-07-22 09:24:29,630 - INFO - Processed 4360 citations. Success rate: 95.2% (H:4063, M:87, F:210)
2025-07-22 09:24:29,773 - INFO - Processed 4370 citations. Success rate: 95.2% (H:4073, M:87, F:210)
2025-07-22 09:24:29,927 - INFO - Processed 4380 citations. Success rate: 95.2% (H:4083, M:87, F:210)
2025-07-22 09:24:30,062 - INFO - Processed 4390 citations. Success rate: 95.2% (H:4093, M:87, F:210)
2025-07-22 09:24:30,190 - INFO - Processed 4400 citations. Success rate: 95.2% (H:4103, M:87, F:210)
2025-07-22 09:24:30,374 - INFO - Processed 4410 citations. Success rate: 95.2% (H:4113, M:87, F:210)
2025-07-22 09:24:30,504 - INFO - Processed 4420 citations. Success rate: 95.2% (H:4122, M:88, F:210)
2025-07-22 09:24:30,611 - INFO - Processed 4430 citations. Success rate: 95.3% (H:4130, M:90, F:210)
2025-07-22 09:24:30,802 - INFO - Processed 4440 citations. Success rate: 95.3% (H:4140, M:90, F:210)
2025-07-22 09:24:30,918 - INFO - Processed 4450 citations. Success rate: 95.3% (H:4150, M:90, F:210)
2025-07-22 09:24:31,040 - INFO - Processed 4460 citations. Success rate: 95.3% (H:4160, M:90, F:210)
2025-07-22 09:24:31,209 - INFO - Processed 4470 citations. Success rate: 95.3% (H:4170, M:90, F:210)
2025-07-22 09:24:31,350 - INFO - Processed 4480 citations. Success rate: 95.3% (H:4180, M:90, F:210)
2025-07-22 09:24:31,487 - INFO - Processed 4490 citations. Success rate: 95.3% (H:4189, M:90, F:211)
2025-07-22 09:24:31,659 - INFO - Processed 4500 citations. Success rate: 95.3% (H:4199, M:90, F:211)
2025-07-22 09:24:31,789 - INFO - Processed 4510 citations. Success rate: 95.3% (H:4209, M:90, F:211)
2025-07-22 09:24:31,916 - INFO - Processed 4520 citations. Success rate: 95.3% (H:4219, M:90, F:211)
2025-07-22 09:24:32,083 - INFO - Processed 4530 citations. Success rate: 95.3% (H:4229, M:90, F:211)
2025-07-22 09:24:32,223 - INFO - Processed 4540 citations. Success rate: 95.4% (H:4239, M:90, F:211)
2025-07-22 09:24:32,355 - INFO - Processed 4550 citations. Success rate: 95.4% (H:4249, M:90, F:211)
2025-07-22 09:24:32,530 - INFO - Processed 4560 citations. Success rate: 95.4% (H:4259, M:90, F:211)
2025-07-22 09:24:32,674 - INFO - Processed 4570 citations. Success rate: 95.4% (H:4269, M:90, F:211)
2025-07-22 09:24:32,808 - INFO - Processed 4580 citations. Success rate: 95.4% (H:4279, M:90, F:211)
2025-07-22 09:24:32,953 - INFO - Processed 4590 citations. Success rate: 95.4% (H:4289, M:90, F:211)
2025-07-22 09:24:33,130 - INFO - Processed 4600 citations. Success rate: 95.4% (H:4299, M:90, F:211)
2025-07-22 09:24:33,236 - INFO - Processed 4610 citations. Success rate: 95.4% (H:4309, M:90, F:211)
2025-07-22 09:24:33,362 - INFO - Processed 4620 citations. Success rate: 95.4% (H:4318, M:90, F:212)
2025-07-22 09:24:33,549 - INFO - Processed 4630 citations. Success rate: 95.4% (H:4327, M:90, F:213)
2025-07-22 09:24:33,666 - INFO - Processed 4640 citations. Success rate: 95.4% (H:4336, M:90, F:214)
2025-07-22 09:24:33,762 - INFO - Processed 4650 citations. Success rate: 95.4% (H:4346, M:90, F:214)
2025-07-22 09:24:33,957 - INFO - Processed 4660 citations. Success rate: 95.4% (H:4356, M:90, F:214)
2025-07-22 09:24:34,084 - INFO - Processed 4670 citations. Success rate: 95.4% (H:4366, M:90, F:214)
2025-07-22 09:24:34,197 - INFO - Processed 4680 citations. Success rate: 95.4% (H:4374, M:92, F:214)
2025-07-22 09:24:34,400 - INFO - Processed 4690 citations. Success rate: 95.4% (H:4384, M:92, F:214)
2025-07-22 09:24:34,528 - INFO - Processed 4700 citations. Success rate: 95.4% (H:4394, M:92, F:214)
2025-07-22 09:24:34,712 - INFO - Processed 4710 citations. Success rate: 95.4% (H:4403, M:92, F:215)
2025-07-22 09:24:34,833 - INFO - Processed 4720 citations. Success rate: 95.4% (H:4413, M:92, F:215)
2025-07-22 09:24:34,982 - INFO - Processed 4730 citations. Success rate: 95.5% (H:4423, M:92, F:215)
2025-07-22 09:24:35,118 - INFO - Processed 4740 citations. Success rate: 95.5% (H:4433, M:92, F:215)
2025-07-22 09:24:35,263 - INFO - Processed 4750 citations. Success rate: 95.5% (H:4443, M:92, F:215)
2025-07-22 09:24:35,395 - INFO - Processed 4760 citations. Success rate: 95.5% (H:4452, M:93, F:215)
